paper_id,ok,word_count,math_equation_references,math_greek_letters,math_math_symbols,math_total_math_indicators,stat_p_value,stat_confidence_interval,stat_significance,stat_cohens_d,stat_total_statistical,code_github_links,code_code_available_mentions,code_has_code_link,fig_figure_count,fig_unique_figures,table_table_count,table_unique_tables,comp_vs_mentions,comp_compared_to,comp_outperforms,comp_total_comparisons,dataset_dataset_mentions,dataset_unique_known_datasets,dataset_known_datasets,contrib_has_contributions_statement,contrib_bullet_points_in_intro,limit_has_limitations_section,limit_limitation_mentions,ablation_ablation_mentions,ablation_ablation_study,runs_runs_mentions,runs_seeds_mentions,runs_averaged_over,runs_total_reproducibility_indicators,error_std_mentions,error_plus_minus_symbols,error_error_bars,error_variance_mentions,error_total_error_reporting,readability_flesch_reading_ease,readability_flesch_kincaid_grade,hype_state_of_the_art,hype_revolutionary,hype_significant_improvement,hype_novel,hype_total_hype_words,metrics_unique_metrics_count,metrics_total_metric_mentions,metrics_metrics_found
11241982.pdf,True,8864,17,0,25,42,0,0,5,0,5,0,0,False,21,1,18,2,0,4,5,9,39,0,[],False,0,False,10,7,0,0,0,0,0,1,0,0,0,1,30.47,11.72,2,0,1,2,5,4,40,"['accuracy', 'precision', 'recall', 'map']"
11240168.pdf,True,13344,28,0,5,33,0,0,6,0,6,1,0,True,28,1,25,2,2,1,6,9,58,0,[],False,0,False,5,4,3,1,1,0,2,2,0,0,1,3,29.85,11.43,1,0,0,3,4,8,81,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'mse', 'loss']"
11000270.pdf,True,7725,74,0,1,75,0,0,2,0,2,0,0,False,62,2,11,2,0,6,1,7,0,1,['places'],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,70.28,5.58,0,0,1,3,4,1,1,['loss']
11036712.pdf,True,13201,45,0,40,85,0,0,7,0,7,0,0,False,90,1,4,2,2,2,0,4,86,1,['coco'],False,0,False,1,6,0,0,0,0,0,1,0,0,1,2,56.0,7.32,3,0,0,6,9,8,86,"['accuracy', 'precision', 'f1', 'auc', 'roc', 'r2', 'map', 'loss']"
11267472.pdf,True,7537,2,1,1,4,0,0,7,0,7,0,0,False,8,1,5,2,0,0,0,0,0,0,[],True,0,False,1,0,0,1,0,0,1,0,0,0,0,0,30.44,11.31,0,0,1,0,1,3,9,"['accuracy', 'precision', 'map']"
11135496.pdf,True,6981,5,0,7,12,0,0,4,0,4,0,0,False,22,2,7,2,1,4,7,12,6,0,[],True,0,False,6,0,0,0,0,0,0,1,0,0,1,2,33.82,10.41,0,0,0,2,2,1,1,['accuracy']
11000123.pdf,True,12700,11,0,11,22,0,0,6,0,6,0,0,False,35,2,26,2,0,15,5,20,63,0,[],False,0,False,9,5,3,0,0,0,0,0,0,0,0,0,36.09,10.52,3,0,5,4,12,6,43,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11106428.pdf,True,12625,14,0,4,18,0,0,4,0,4,0,0,False,37,2,17,2,0,5,2,7,114,0,[],False,0,False,5,0,0,0,1,0,1,0,0,0,2,2,30.28,11.41,5,0,3,6,14,6,21,"['accuracy', 'precision', 'auc', 'roc', 'map', 'loss']"
11134379.pdf,True,8107,17,3,42,62,0,0,4,0,4,0,0,False,39,2,12,2,4,4,6,14,53,0,[],False,0,False,2,0,0,2,0,0,2,0,1,0,0,1,45.64,9.26,1,0,0,1,2,6,45,"['accuracy', 'precision', 'roc', 'r2', 'map', 'loss']"
11164293.pdf,True,20456,59,3,11,73,0,0,7,0,7,0,0,False,16,2,13,2,1,4,0,5,2,0,[],False,0,False,17,0,0,0,0,0,0,0,0,0,1,1,40.48,9.37,4,0,1,14,19,3,21,"['accuracy', 'precision', 'map']"
11023245.pdf,True,7217,3,0,3,6,0,0,5,0,5,0,0,False,49,2,18,2,1,2,0,3,1,0,[],False,0,False,1,0,0,0,0,1,1,5,0,0,3,8,54.73,7.57,0,0,0,1,1,3,8,"['accuracy', 'mse', 'loss']"
11215735.pdf,True,17878,150,0,61,211,0,0,2,0,2,0,0,False,17,2,51,2,12,0,3,15,6,0,[],False,0,False,1,7,3,6,3,2,11,0,6,0,3,9,46.1,9.34,0,0,0,1,1,7,31,"['accuracy', 'recall', 'f1', 'mae', 'r2', 'map', 'loss']"
11048875.pdf,True,21132,0,0,9,9,0,0,15,0,15,0,0,False,28,1,8,2,2,9,7,18,117,1,['imagenet'],False,0,False,15,9,9,1,0,0,1,0,0,0,0,0,34.83,10.69,1,0,4,9,14,5,132,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
11006041.pdf,True,12673,19,0,16,35,0,0,18,0,18,0,0,False,17,1,19,2,1,1,2,4,40,2,"['imagenet', 'coco']",False,0,False,18,7,4,0,1,0,1,0,0,0,11,11,25.35,12.21,1,2,2,5,10,6,65,"['accuracy', 'precision', 'recall', 'bleu', 'rouge', 'loss']"
11126113.pdf,True,23974,13,5,6,24,0,0,12,0,12,0,0,False,27,2,29,2,3,1,1,5,39,3,"['imagenet', 'places', 'glue']",False,0,False,6,0,0,6,0,0,6,0,0,0,1,1,28.81,11.72,2,1,0,1,4,5,20,"['accuracy', 'precision', 'recall', 'f1', 'map']"
11000113.pdf,True,9619,44,0,18,62,0,0,10,0,10,0,0,False,42,1,18,2,14,12,5,31,19,1,['places'],False,0,False,2,4,0,0,0,0,0,0,0,0,0,0,38.15,10.64,2,0,6,1,9,7,102,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11223617.pdf,True,10339,12,0,12,24,0,0,4,0,4,0,0,False,28,2,22,2,1,0,5,6,24,0,[],False,0,False,7,0,0,2,2,1,5,2,2,0,0,4,29.73,11.87,0,0,0,2,2,9,95,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'iou', 'map', 'loss']"
11045384.pdf,True,9381,1,1,0,2,0,0,1,0,1,0,0,False,54,1,6,2,0,1,0,1,2,0,[],False,3,False,4,0,0,3,0,0,3,0,0,0,0,0,43.57,10.43,1,0,1,4,6,2,4,"['accuracy', 'loss']"
11168214.pdf,True,15633,4,64,12,80,0,0,4,0,4,0,0,False,4,1,20,2,21,3,2,26,75,0,[],False,0,False,7,0,0,0,13,0,13,0,0,0,7,7,23.6,11.59,3,0,5,2,10,8,57,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'rmse', 'mae', 'loss']"
10977952.pdf,True,22197,6,1,3,10,0,0,14,0,14,0,0,False,29,1,20,2,0,8,2,10,73,1,['places'],False,0,False,14,0,0,1,0,0,1,0,0,0,3,3,40.21,9.6,3,3,2,6,14,5,141,"['accuracy', 'precision', 'recall', 'f1', 'map']"
10933916.pdf,True,9233,10,0,30,40,0,0,3,0,3,1,1,True,6,1,17,2,0,7,2,9,28,0,[],False,0,False,2,4,4,0,0,0,0,0,0,0,12,12,46.54,8.88,7,0,2,1,10,5,127,"['accuracy', 'auc', 'loss', 'error rate', 'top-5']"
11098873.pdf,True,15421,22,4,7,33,0,0,9,0,9,0,0,False,68,2,17,2,1,12,2,15,0,0,[],True,0,False,5,0,0,4,0,0,4,0,0,0,0,0,44.61,9.9,2,0,2,0,4,3,10,"['accuracy', 'r2', 'loss']"
11119520.pdf,True,18619,3,0,1,4,0,0,6,0,6,0,0,False,37,2,17,2,3,2,3,8,167,0,[],False,0,False,10,0,0,1,0,0,1,0,0,0,1,1,33.87,10.28,2,1,2,1,6,9,37,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'mse', 'map', 'loss']"
11021442.pdf,True,9114,51,0,28,79,0,0,3,0,3,0,0,False,12,1,22,2,0,2,0,2,1,0,[],False,0,False,1,0,0,0,1,0,1,1,0,0,0,1,55.73,8.16,0,0,1,6,7,3,29,"['f1', 'mse', 'map']"
11146729.pdf,True,10157,42,0,43,85,0,0,13,0,13,1,0,True,29,1,29,2,0,10,3,13,30,1,['places'],False,0,False,4,4,0,1,0,0,1,0,0,0,0,0,33.36,11.07,0,2,10,3,15,6,173,"['accuracy', 'precision', 'recall', 'iou', 'map', 'loss']"
11145033.pdf,True,7774,6,6,2,14,0,0,2,0,2,0,0,False,25,2,6,2,0,2,1,3,14,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,2,2,31.12,11.86,1,0,0,9,10,6,30,"['accuracy', 'precision', 'mse', 'map', 'loss', 'error rate']"
11127107.pdf,True,8826,12,0,9,21,0,0,8,0,8,0,0,False,25,2,25,2,0,9,5,14,18,0,[],True,0,False,2,7,6,3,0,0,3,0,0,0,1,1,30.36,11.45,0,0,0,7,7,7,66,"['accuracy', 'precision', 'rmse', 'mse', 'mae', 'r2', 'loss']"
11049842.pdf,True,10715,4,0,0,4,0,0,9,0,9,1,0,True,7,1,6,2,0,0,5,5,14,0,[],False,0,False,1,6,2,0,0,0,0,0,0,0,0,0,48.0,9.44,0,0,1,5,6,2,16,"['accuracy', 'loss']"
10976648.pdf,True,14120,31,1,23,55,0,0,11,0,11,0,0,False,18,1,22,2,0,11,4,15,47,1,['places'],False,0,False,8,1,1,0,0,0,0,0,0,0,0,0,38.11,11.0,5,0,2,0,7,3,23,"['recall', 'r2', 'loss']"
11115046.pdf,True,6212,12,0,15,27,0,0,2,0,2,1,0,True,13,2,1,1,5,2,0,7,2,0,[],False,0,False,2,0,0,4,1,0,5,0,1,0,0,1,31.73,11.7,1,0,0,2,3,7,17,"['accuracy', 'recall', 'rmse', 'mae', 'iou', 'map', 'loss']"
11053805.pdf,True,16059,2,0,0,2,0,0,3,0,3,0,0,False,16,2,8,2,0,1,0,1,0,1,['places'],False,0,False,15,0,0,0,0,0,0,0,0,0,0,0,42.08,9.24,2,0,2,5,9,3,15,"['accuracy', 'precision', 'loss']"
11261641.pdf,True,8600,66,3,34,103,0,0,6,0,6,1,0,True,16,2,14,2,1,1,2,4,19,1,['ucf'],False,0,False,7,2,2,1,0,0,1,0,0,0,0,0,52.25,8.0,3,0,0,2,5,4,27,"['accuracy', 'precision', 'map', 'loss']"
11206328.pdf,True,9867,19,1,36,56,0,0,2,0,2,0,0,False,24,2,13,2,0,0,4,4,67,3,"['imagenet', 'cifar', 'places']",True,0,False,3,0,0,0,0,0,0,0,0,0,1,1,38.06,10.57,2,0,0,0,2,6,78,"['accuracy', 'precision', 'recall', 'f1', 'loss', 'error rate']"
10937175.pdf,True,22582,95,46,83,224,0,0,4,0,4,1,0,True,39,1,40,2,1,7,0,8,156,0,[],True,0,False,5,0,0,5,0,0,5,9,0,0,1,10,59.58,7.78,1,0,2,3,6,5,20,"['accuracy', 'recall', 'f1', 'map', 'loss']"
11079568.pdf,True,11301,13,0,44,57,0,0,14,0,14,1,0,True,24,2,18,2,1,7,4,12,85,0,[],False,0,False,7,4,3,0,0,0,0,0,1,0,0,1,25.95,12.03,2,1,3,6,12,8,94,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11202455.pdf,True,14499,27,0,48,75,0,0,1,0,1,1,0,True,34,2,29,2,0,2,2,4,37,1,['places'],False,0,False,2,0,0,1,0,0,1,3,3,0,0,6,58.67,6.69,1,0,0,8,9,9,45,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss', 'error rate']"
11113278.pdf,True,8504,5,0,62,67,3,0,6,0,9,0,0,False,8,1,12,2,0,1,10,11,13,1,['imagenet'],False,0,False,1,0,0,4,0,0,4,3,49,0,1,53,50.6,7.8,4,0,0,3,7,4,23,"['accuracy', 'roc', 'map', 'loss']"
11165248.pdf,True,6630,6,2,1,9,0,0,2,0,2,1,0,True,6,1,16,2,0,2,3,5,20,1,['coco'],True,0,False,1,2,0,0,0,0,0,0,0,0,1,1,33.37,10.88,3,0,0,4,7,2,5,"['precision', 'recall']"
11261658.pdf,True,14364,39,0,11,50,0,1,7,0,8,1,0,True,25,1,46,2,0,4,10,14,16,2,"['imagenet', 'coco']",False,0,False,7,0,0,2,0,0,2,0,2,0,1,3,36.05,10.19,2,0,1,0,3,10,118,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'bleu', 'rouge', 'error rate', 'top-1']"
11045895.pdf,True,9908,9,0,5,14,0,0,3,0,3,0,0,False,7,1,9,2,0,9,1,10,6,0,[],False,0,False,8,0,0,0,0,0,0,0,0,0,1,1,43.38,9.06,0,0,1,4,5,3,10,"['accuracy', 'f1', 'map']"
11053802.pdf,True,12393,4,0,3,7,0,0,13,0,13,0,0,False,42,1,24,2,0,14,5,19,59,1,['imagenet'],False,0,False,7,0,0,0,0,0,0,0,0,0,0,0,21.05,13.03,2,0,1,3,6,6,228,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'loss']"
11269775.pdf,True,12653,67,0,13,80,0,6,4,0,10,0,0,False,26,2,16,2,0,0,1,1,12,0,[],False,0,False,0,0,0,0,0,0,0,3,2,0,2,7,56.5,8.29,0,0,0,0,0,5,54,"['accuracy', 'rmse', 'r2', 'map', 'loss']"
10976702.pdf,True,7723,15,0,3,18,0,0,5,0,5,0,0,False,21,1,6,2,0,2,0,2,1,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,43.26,9.0,1,0,4,0,5,4,14,"['accuracy', 'precision', 'r2', 'map']"
11091315.pdf,True,9569,14,0,20,34,2,0,1,0,3,1,0,True,9,2,24,2,0,2,2,4,50,3,"['imagenet', 'cifar', 'places']",False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,54.86,7.54,11,0,0,3,14,6,46,"['accuracy', 'rmse', 'mse', 'mae', 'r2', 'loss']"
10979335.pdf,True,13987,6,0,3,9,0,0,7,0,7,2,0,True,35,1,22,2,14,11,9,34,112,1,['places'],False,0,False,2,3,2,2,1,0,3,1,0,0,0,1,52.43,8.2,3,0,2,2,7,6,104,"['accuracy', 'precision', 'recall', 'f1', 'loss', 'error rate']"
11299859.pdf,True,8300,37,1,46,84,0,0,3,0,3,0,0,False,45,1,11,2,8,20,1,29,57,1,['places'],False,0,False,3,2,2,0,0,0,0,0,0,0,3,3,57.25,7.2,2,0,0,5,7,4,73,"['accuracy', 'precision', 'map', 'loss']"
11037673.pdf,True,7508,4,0,20,24,0,0,2,0,2,0,0,False,33,1,5,2,0,2,0,2,23,0,[],False,0,False,5,0,0,0,0,0,0,0,0,0,0,0,47.49,8.35,1,0,1,4,6,8,46,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11072412.pdf,True,8783,12,0,3,15,0,0,4,0,4,0,0,False,16,1,10,2,2,4,5,11,29,0,[],False,0,False,4,0,0,0,0,0,0,0,1,0,0,1,22.93,12.51,1,0,1,2,4,7,52,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11131123.pdf,True,12296,22,1,3,26,0,0,0,0,0,0,0,False,28,2,32,2,0,3,1,4,3,1,['places'],False,0,False,4,4,4,0,0,0,0,0,0,0,0,0,48.82,8.74,0,0,0,3,3,1,11,['accuracy']
11202883.pdf,True,11335,4,0,0,4,0,0,7,0,7,0,0,False,27,1,0,0,0,1,0,1,0,0,[],True,0,False,5,0,0,1,0,0,1,0,0,0,0,0,26.39,12.08,4,0,0,0,4,2,4,"['accuracy', 'map']"
10933978.pdf,True,21228,16,0,1,17,0,0,31,0,31,0,0,False,31,2,22,2,0,0,0,0,2,0,[],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,34.51,10.57,3,0,5,4,12,2,9,"['accuracy', 'loss']"
11015790.pdf,True,8077,2,0,8,10,0,0,2,0,2,0,0,False,5,1,9,2,2,3,5,10,13,0,[],False,0,False,3,5,0,1,0,0,1,1,0,0,0,1,35.45,10.61,3,0,2,3,8,4,26,"['accuracy', 'precision', 'map', 'loss']"
11146655.pdf,True,13677,6,2,0,8,0,0,4,0,4,1,0,True,29,1,11,2,0,0,0,0,15,0,[],False,0,False,0,0,0,1,0,0,1,0,0,0,0,0,32.22,12.32,1,0,1,4,6,3,11,"['precision', 'recall', 'f1']"
10975036.pdf,True,7777,3,0,4,7,0,0,3,0,3,0,0,False,19,2,3,1,0,0,0,0,5,0,[],False,0,False,0,0,0,0,0,0,0,0,1,0,5,6,44.39,9.46,0,0,1,3,4,5,20,"['accuracy', 'precision', 'f1', 'mae', 'loss']"
11215791.pdf,True,9458,22,2,28,52,0,0,11,0,11,0,0,False,20,2,17,2,4,3,9,16,48,2,"['imagenet', 'places']",True,0,False,6,7,0,2,2,0,4,4,3,0,0,7,33.85,11.38,9,1,0,9,19,5,50,"['accuracy', 'recall', 'iou', 'map', 'loss']"
11187351.pdf,True,10422,8,0,7,15,0,0,8,0,8,0,0,False,33,2,26,2,4,8,5,17,184,0,[],False,0,False,6,0,0,2,0,0,2,0,0,0,0,0,31.15,11.8,2,0,0,2,4,6,49,"['accuracy', 'precision', 'recall', 'f1', 'map', 'loss']"
11072398.pdf,True,9953,76,0,14,90,0,0,5,0,5,0,0,False,30,2,22,2,0,7,2,9,49,0,[],False,0,False,2,5,0,2,0,1,3,0,0,0,1,1,40.11,10.04,4,1,1,13,19,8,91,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11192300.pdf,True,8859,7,0,22,29,0,0,5,0,5,0,0,False,64,2,0,0,5,4,2,11,7,0,[],False,0,False,2,0,0,0,0,0,0,1,0,0,0,1,40.21,10.17,0,0,1,2,3,4,18,"['accuracy', 'mse', 'map', 'loss']"
11153623.pdf,True,11665,19,0,6,25,0,0,9,0,9,0,0,False,20,1,20,2,0,2,3,5,77,0,[],False,0,False,9,2,1,2,0,0,2,2,0,0,1,3,17.83,13.62,9,0,2,5,16,7,85,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
10965627.pdf,True,11957,24,0,5,29,0,0,2,0,2,2,0,True,16,1,0,0,0,5,5,10,6,0,[],False,0,False,5,0,0,0,0,0,0,1,0,0,1,2,51.71,7.89,3,0,1,0,4,7,41,"['accuracy', 'rmse', 'mse', 'mae', 'r2', 'r-squared', 'loss']"
11028061.pdf,True,10913,29,44,60,133,0,0,9,0,9,0,0,False,47,2,26,2,0,8,2,10,1,1,['places'],False,0,False,3,0,0,2,0,0,2,0,4,0,0,4,63.39,6.05,0,0,4,22,26,2,5,"['accuracy', 'r2']"
11097298.pdf,True,11116,6,0,4,10,1,0,6,0,7,0,0,False,24,2,3,1,0,4,0,4,16,0,[],False,0,False,4,0,0,1,0,0,1,1,0,0,0,1,43.37,9.72,0,1,0,0,1,4,12,"['accuracy', 'precision', 'f1', 'map']"
11251199.pdf,True,11088,137,0,74,211,0,0,3,0,3,0,0,False,15,1,0,0,2,6,1,9,0,1,['places'],False,0,False,9,0,0,2,0,0,2,0,0,0,15,15,39.3,10.07,0,0,1,3,4,5,39,"['accuracy', 'precision', 'mse', 'mae', 'loss']"
10966841.pdf,True,12126,37,0,52,89,0,0,7,0,7,0,0,False,83,1,35,2,4,6,0,10,0,0,[],False,0,False,4,0,0,1,0,0,1,0,0,0,1,1,38.34,10.29,0,0,2,6,8,2,10,"['accuracy', 'loss']"
11207589.pdf,True,13277,2,0,19,21,0,0,8,0,8,0,0,False,37,1,14,2,1,1,3,5,46,0,[],False,0,False,16,0,0,0,0,0,0,0,0,0,0,0,29.95,11.65,5,0,1,3,9,7,44,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11107399.pdf,True,8600,12,0,29,41,0,0,7,0,7,0,0,False,17,1,6,2,0,4,3,7,35,1,['places'],False,0,False,5,5,5,1,0,0,1,1,0,0,3,4,31.78,11.17,0,0,2,2,4,5,42,"['accuracy', 'rmse', 'mse', 'map', 'loss']"
11224887.pdf,True,12911,39,0,8,47,0,0,0,0,0,0,0,False,10,1,10,2,0,2,5,7,53,0,[],False,0,False,5,6,3,1,2,0,3,3,0,0,2,5,17.56,13.75,2,0,0,5,7,9,42,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'rmse', 'mae', 'map', 'loss']"
11048578.pdf,True,7698,2,0,8,10,0,0,4,0,4,0,0,False,22,1,38,2,0,3,0,3,49,0,[],False,0,False,1,1,0,2,1,0,3,0,0,0,0,0,53.46,7.86,0,0,0,1,1,5,59,"['accuracy', 'precision', 'recall', 'f1', 'loss']"
Spatial-Temporal_Graph_Attention_Networks_A_Deep_Learning_Approach_for_Traffic_Forecasting.pdf,True,8248,35,0,11,46,0,0,0,0,0,0,0,False,17,2,8,2,0,2,3,5,15,1,['places'],False,0,False,2,0,0,0,0,0,0,0,0,0,0,0,58.5,7.24,7,0,0,4,11,5,19,"['accuracy', 'rmse', 'mse', 'mae', 'loss']"
11081468.pdf,True,9631,40,0,22,62,0,0,7,0,7,0,0,False,7,1,9,2,0,1,3,4,59,1,['imagenet'],False,0,False,7,0,0,0,0,0,0,2,0,0,0,2,29.12,11.94,3,1,3,1,8,8,104,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'map', 'loss']"
11027127.pdf,True,13594,26,0,30,56,0,0,0,0,0,0,0,False,32,1,2,2,5,10,4,19,7,1,['places'],False,0,False,7,0,0,3,5,0,8,2,0,0,4,6,45.16,9.3,0,0,0,0,0,2,23,"['map', 'loss']"
11275676.pdf,True,7956,0,0,74,74,0,0,3,0,3,0,0,False,6,1,33,2,7,3,2,12,32,1,['imagenet'],True,0,False,0,4,1,3,7,0,10,4,7,0,0,11,46.53,8.7,0,0,0,0,0,7,80,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11245482.pdf,True,14312,40,0,24,64,0,0,8,0,8,0,0,False,23,1,18,2,0,2,5,7,31,0,[],True,0,False,2,6,6,0,41,0,41,1,0,0,1,2,35.7,11.03,7,0,1,3,11,3,46,"['accuracy', 'f1', 'loss']"
11080375.pdf,True,9082,9,0,1,10,0,0,3,0,3,0,0,False,19,1,21,2,0,0,0,0,0,1,['places'],False,0,False,3,0,0,0,0,0,0,1,1,0,0,2,25.6,11.73,1,0,1,1,3,1,1,['r2']
11114948.pdf,True,9472,30,0,17,47,0,0,2,0,2,0,0,False,34,1,18,2,1,2,4,7,23,1,['imagenet'],False,0,False,8,8,6,0,0,0,0,1,3,0,2,6,39.59,9.63,1,0,0,5,6,3,40,"['accuracy', 'mse', 'loss']"
11129693.pdf,True,14404,31,0,17,48,0,0,10,0,10,0,0,False,32,1,21,2,1,1,1,3,98,0,[],False,0,False,7,2,0,8,0,0,8,0,0,0,0,0,36.06,10.37,4,0,1,3,8,10,65,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'rmse', 'mae', 'r-squared', 'loss']"
11016674.pdf,True,35623,82,1,11,94,0,0,8,0,8,0,0,False,30,2,6,2,2,5,5,12,139,7,"['imagenet', 'coco', 'mnist', 'cityscapes', 'kitti', 'ade20k', 'places']",False,0,False,15,1,1,0,0,0,0,1,0,0,1,2,55.7,6.98,53,1,1,7,62,8,167,"['accuracy', 'precision', 'recall', 'iou', 'map', 'bleu', 'rouge', 'loss']"
11195138.pdf,True,7994,4,0,8,12,0,0,8,0,8,0,0,False,14,1,5,2,0,1,0,1,26,2,"['glue', 'superglue']",False,0,False,2,0,0,1,0,0,1,0,0,0,0,0,43.63,8.8,1,0,1,3,5,5,32,"['accuracy', 'precision', 'recall', 'f1', 'iou']"
11151264.pdf,True,7546,19,2,13,34,1,0,4,0,5,0,0,False,25,2,28,2,0,3,8,11,96,0,[],False,0,False,1,0,0,0,0,0,0,1,1,0,0,2,44.35,9.7,2,0,2,4,8,7,48,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11145057.pdf,True,10829,28,0,92,120,0,0,7,0,7,0,0,False,19,1,8,2,0,2,0,2,39,1,['imagenet'],False,0,False,2,5,3,0,0,1,1,0,0,0,1,1,30.54,11.67,1,0,6,2,9,5,98,"['accuracy', 'precision', 'recall', 'map', 'loss']"
11168479.pdf,True,17345,7,1,0,8,0,0,20,0,20,0,0,False,12,1,11,2,0,3,0,3,10,0,[],False,0,False,4,0,0,0,0,0,0,0,0,0,0,0,37.32,9.52,0,0,5,9,14,3,17,"['accuracy', 'precision', 'loss']"
11175370.pdf,True,13681,3,0,0,3,0,0,6,0,6,0,0,False,17,2,11,2,0,3,0,3,6,0,[],False,0,False,13,0,0,0,0,0,0,0,0,0,0,0,34.94,9.87,4,0,1,3,8,3,31,"['accuracy', 'precision', 'map']"
11072174.pdf,True,10974,29,1,32,62,0,0,21,0,21,0,0,False,26,2,8,2,1,19,3,23,50,0,[],False,0,False,3,2,2,3,0,0,3,1,0,0,8,9,52.88,7.73,3,0,3,3,9,4,14,"['accuracy', 'mse', 'map', 'loss']"
11121167.pdf,True,14190,15,1,3,19,0,0,6,0,6,0,0,False,53,1,11,2,1,1,4,6,14,1,['places'],False,0,False,16,0,0,8,2,0,10,0,0,9,5,14,10.5,14.74,0,0,2,5,7,2,3,"['accuracy', 'map']"
10994765.pdf,True,8015,20,0,11,31,0,0,8,0,8,0,0,False,20,2,7,2,0,5,3,8,22,1,['imagenet'],True,0,False,2,6,0,0,0,0,0,0,0,0,0,0,50.44,8.23,2,0,3,1,6,4,102,"['accuracy', 'precision', 'map', 'loss']"
11258580.pdf,True,10778,18,0,6,24,0,0,6,0,6,0,0,False,22,2,11,2,0,0,0,0,4,1,['places'],False,0,False,2,0,0,3,0,0,3,0,0,0,0,0,36.76,10.98,0,0,1,1,2,2,3,"['accuracy', 'loss']"
11122444.pdf,True,14993,3,1,0,4,0,0,8,0,8,0,0,False,15,1,21,2,7,1,0,8,18,5,"['imagenet', 'coco', 'places', 'openimages', 'kinetics']",False,0,False,3,0,0,0,0,0,0,0,0,0,0,0,48.28,8.14,1,0,0,3,4,7,22,"['accuracy', 'precision', 'recall', 'f1', 'iou', 'map', 'loss']"
11223177.pdf,True,10649,46,0,58,104,0,0,7,0,7,0,0,False,23,1,22,2,9,0,2,11,20,1,['imagenet'],False,0,False,8,6,0,1,2,0,3,3,12,0,1,16,28.78,11.62,1,1,2,2,6,10,87,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'iou', 'map', 'loss', 'top-1']"
11145817.pdf,True,22753,6,15,3,24,0,0,4,0,4,1,0,True,16,2,17,2,1,7,3,11,100,0,[],False,0,False,16,1,0,0,0,0,0,0,0,0,1,1,49.39,7.59,6,1,0,24,31,3,105,"['accuracy', 'precision', 'loss']"
11177189.pdf,True,13096,54,0,135,189,0,0,3,0,3,0,0,False,34,2,18,2,5,6,3,14,14,0,[],True,0,False,8,8,2,5,0,1,6,4,34,0,1,39,53.47,8.14,2,0,0,1,3,5,63,"['accuracy', 'precision', 'mse', 'map', 'loss']"
11142872.pdf,True,9480,35,0,9,44,0,0,21,0,21,0,0,False,28,1,21,2,0,2,4,6,41,0,[],False,0,False,7,7,7,1,0,0,1,1,0,0,0,1,43.98,9.08,1,0,4,3,8,7,70,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'loss']"
11123819.pdf,True,11493,27,0,19,46,0,0,9,0,9,0,0,False,25,2,23,2,0,6,4,10,22,1,['places'],False,0,False,8,0,0,0,0,0,0,0,0,0,4,4,37.17,11.07,0,0,3,4,7,9,111,"['accuracy', 'precision', 'recall', 'f1', 'auc', 'roc', 'rmse', 'mse', 'loss']"
Contract-Based_Computing_Resource_Management_via_Deep_Reinforcement_Learning_in_Vehicular_Fog_Computing.pdf,True,8539,36,4,3,43,0,0,0,0,0,0,0,False,17,2,2,2,0,0,0,0,0,0,[],False,0,False,0,0,0,0,0,0,0,0,0,0,0,0,64.76,6.85,0,0,0,2,2,1,6,['loss']
11095718.pdf,True,11965,13,0,0,13,0,0,6,0,6,0,0,False,9,1,10,2,0,1,0,1,5,1,['places'],False,0,False,11,0,0,0,0,0,0,0,0,0,0,0,37.35,9.92,0,0,0,0,0,3,3,"['accuracy', 'map', 'loss']"
